"No.","Time","Source","Destination","Protocol","Length","Frame length on the wire","Info"
"219","4.892977","131.175.119.97","172.17.0.9","TLSv1.3","311","311","Application Data, Application Data"
"220","4.893039","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=152043 Win=175104 Len=0 TSval=2960842691 TSecr=2369296155"
"221","5.017428","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"222","5.057973","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=153465 Win=175104 Len=0 TSval=2960842856 TSecr=2369296280"
"223","5.078940","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"224","5.114169","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"225","5.114178","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=156309 Win=175104 Len=0 TSval=2960842912 TSecr=2369296341"
"226","5.260072","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"227","5.265984","02:42:cf:07:09:94","02:42:ac:11:00:09","ARP","42","42","Who has 172.17.0.9? Tell 172.17.0.1"
"228","5.265990","02:42:ac:11:00:09","02:42:cf:07:09:94","ARP","42","42","172.17.0.9 is at 02:42:ac:11:00:09"
"229","5.301975","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=157731 Win=175104 Len=0 TSval=2960843100 TSecr=2369296522"
"230","5.341165","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"231","5.376066","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"232","5.376080","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=160575 Win=175104 Len=0 TSval=2960843174 TSecr=2369296603"
"233","5.436144","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"234","5.477974","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=161997 Win=175104 Len=0 TSval=2960843276 TSecr=2369296698"
"235","5.591610","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"236","5.617435","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"237","5.617446","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=164841 Win=175104 Len=0 TSval=2960843415 TSecr=2369296854"
"238","5.698052","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"239","5.741980","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=166263 Win=175104 Len=0 TSval=2960843540 TSecr=2369296960"
"240","5.757592","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"241","5.797983","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=167685 Win=175104 Len=0 TSval=2960843596 TSecr=2369297020"
"242","5.837913","131.175.119.97","172.17.0.9","TLSv1.3","488","488","Application Data"
"243","5.837925","131.175.119.97","172.17.0.9","TLSv1.3","1111","1111","Application Data, Application Data"
"244","5.837931","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=169152 Win=175104 Len=0 TSval=2960843636 TSecr=2369297100"
"245","5.939470","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"246","5.981979","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=170574 Win=175104 Len=0 TSval=2960843780 TSecr=2369297202"
"247","6.018526","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"248","6.061984","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=171996 Win=175104 Len=0 TSval=2960843860 TSecr=2369297280"
"249","6.081063","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"250","6.121980","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=173418 Win=175104 Len=0 TSval=2960843920 TSecr=2369297341"
"251","6.160685","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"252","6.201977","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=174840 Win=175104 Len=0 TSval=2960844000 TSecr=2369297422"
"253","6.261045","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"254","6.301990","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=176262 Win=175104 Len=0 TSval=2960844100 TSecr=2369297522"
"255","6.341482","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"256","6.381978","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=177684 Win=175104 Len=0 TSval=2960844180 TSecr=2369297603"
"257","6.401915","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"258","6.441979","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=179106 Win=175104 Len=0 TSval=2960844240 TSecr=2369297664"
"259","6.448658","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"260","6.489979","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=180528 Win=175104 Len=0 TSval=2960844288 TSecr=2369297711"
"261","6.530374","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"262","6.573978","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=181950 Win=175104 Len=0 TSval=2960844372 TSecr=2369297792"
"263","6.625377","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"264","6.669974","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=183372 Win=175104 Len=0 TSval=2960844468 TSecr=2369297887"
"265","6.690831","131.175.119.97","172.17.0.9","TLSv1.3","1088","1088","Application Data"
"266","6.690851","131.175.119.97","172.17.0.9","TLSv1.3","511","511","Application Data, Application Data"
"267","6.690864","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=184839 Win=175104 Len=0 TSval=2960844489 TSecr=2369297953"
"268","6.765004","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"269","6.801996","fe80::b4d3:9dff:fe1b:9b8a","ff02::2","ICMPv6","70","70","Router Solicitation from b6:d3:9d:1b:9b:8a"
"270","6.805982","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=186261 Win=175104 Len=0 TSval=2960844604 TSecr=2369298027"
"271","6.853649","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"272","6.893978","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=187683 Win=175104 Len=0 TSval=2960844692 TSecr=2369298115"
"273","6.955769","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"274","6.997995","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=189105 Win=175104 Len=0 TSval=2960844796 TSecr=2369298218"
"275","7.011874","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"276","7.045777","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"277","7.045784","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=191949 Win=175104 Len=0 TSval=2960844844 TSecr=2369298273"
"278","7.114038","02:42:ac:11:00:03","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.3"
"279","7.166877","02:42:ac:11:00:0d","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.13"
"280","7.169927","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"281","7.209981","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=193371 Win=175104 Len=0 TSval=2960845008 TSecr=2369298431"
"282","7.274297","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"283","7.306269","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"284","7.306282","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=196215 Win=175104 Len=0 TSval=2960845104 TSecr=2369298537"
"285","7.367254","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"286","7.409994","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=197637 Win=175104 Len=0 TSval=2960845208 TSecr=2369298629"
"287","7.426635","02:42:ac:11:00:04","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.4"
"288","7.461852","172.17.0.9","10.248.16.30","DNS","80","80","Standard query 0x3a97 A telemetry.flower.dev"
"289","7.461910","172.17.0.9","10.248.16.30","DNS","80","80","Standard query 0x4f9a AAAA telemetry.flower.dev"
"290","7.463822","10.248.16.30","172.17.0.9","DNS","96","96","Standard query response 0x3a97 A telemetry.flower.dev A 66.241.125.238"
"291","7.463834","10.248.16.30","172.17.0.9","DNS","167","167","Standard query response 0x4f9a AAAA telemetry.flower.dev SOA ns-1550.awsdns-01.co.uk"
"292","7.463982","172.17.0.9","66.241.125.238","TCP","74","74","51046  >  443 [SYN] Seq=0 Win=42340 Len=0 MSS=1460 SACK_PERM TSval=596970900 TSecr=0 WS=512"
"293","7.494643","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"294","7.501657","66.241.125.238","172.17.0.9","TCP","74","74","443  >  51046 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1683237590 TSecr=596970900 WS=2048"
"295","7.501670","172.17.0.9","66.241.125.238","TCP","66","66","51046  >  443 [ACK] Seq=1 Ack=1 Win=42496 Len=0 TSval=596970938 TSecr=1683237590"
"296","7.502357","172.17.0.9","66.241.125.238","TLSv1.3","583","583","Client Hello (SNI=telemetry.flower.dev)"
"297","7.527859","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"298","7.527863","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=200481 Win=175104 Len=0 TSval=2960845326 TSecr=2369298756"
"299","7.541188","66.241.125.238","172.17.0.9","TCP","66","66","443  >  51046 [ACK] Seq=1 Ack=518 Win=67584 Len=0 TSval=1683237628 TSecr=596970938"
"300","7.541879","66.241.125.238","172.17.0.9","TLSv1.3","1514","1514","Server Hello, Change Cipher Spec, Application Data"
"301","7.541881","172.17.0.9","66.241.125.238","TCP","66","66","51046  >  443 [ACK] Seq=518 Ack=1449 Win=42496 Len=0 TSval=596970978 TSecr=1683237629"
"302","7.541928","66.241.125.238","172.17.0.9","TCP","1514","1514","443  >  51046 [PSH, ACK] Seq=1449 Ack=518 Win=67584 Len=1448 TSval=1683237629 TSecr=596970938 [TCP segment of a reassembled PDU]"
"303","7.541930","172.17.0.9","66.241.125.238","TCP","66","66","51046  >  443 [ACK] Seq=518 Ack=2897 Win=41984 Len=0 TSval=596970978 TSecr=1683237629"
"304","7.541933","66.241.125.238","172.17.0.9","TLSv1.3","1326","1326","Application Data, Application Data, Application Data"
"305","7.541934","172.17.0.9","66.241.125.238","TCP","66","66","51046  >  443 [ACK] Seq=518 Ack=4157 Win=40960 Len=0 TSval=596970978 TSecr=1683237629"
"306","7.550248","172.17.0.9","66.241.125.238","TLSv1.3","146","146","Change Cipher Spec, Application Data"
"307","7.550493","172.17.0.9","66.241.125.238","TLSv1.3","270","270","Application Data"
"308","7.550570","172.17.0.9","66.241.125.238","TLSv1.3","696","696","Application Data"
"309","7.587096","66.241.125.238","172.17.0.9","TCP","66","66","443  >  51046 [ACK] Seq=4157 Ack=1432 Win=69632 Len=0 TSval=1683237676 TSecr=596970986"
"310","7.587104","66.241.125.238","172.17.0.9","TLSv1.3","478","478","Application Data, Application Data, Application Data, Application Data"
"311","7.594063","66.241.125.238","172.17.0.9","TLSv1.3","328","328","Application Data"
"312","7.594072","66.241.125.238","172.17.0.9","TLSv1.3","90","90","Application Data"
"313","7.594075","66.241.125.238","172.17.0.9","TCP","66","66","443  >  51046 [FIN, ACK] Seq=4855 Ack=1432 Win=69632 Len=0 TSval=1683237683 TSecr=596970986"
"314","7.594463","172.17.0.9","66.241.125.238","TCP","66","66","51046  >  443 [RST, ACK] Seq=1432 Ack=4856 Win=42496 Len=0 TSval=596971030 TSecr=1683237676"
"315","7.607950","131.175.119.97","172.17.0.9","TLSv1.3","288","288","Application Data"
"316","7.607961","131.175.119.97","172.17.0.9","TLSv1.3","1311","1311","Application Data, Application Data"
"317","7.607968","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=201948 Win=175104 Len=0 TSval=2960845406 TSecr=2369298870"
"318","7.735805","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"319","7.768384","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"320","7.768388","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=204792 Win=175104 Len=0 TSval=2960845566 TSecr=2369298998"
"321","7.849593","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"322","7.889993","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=206214 Win=175104 Len=0 TSval=2960845688 TSecr=2369299111"
"323","7.913719","02:42:ac:11:00:08","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.8"
"324","7.930031","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"325","7.938448","02:42:ac:11:00:0c","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.12"
"326","7.977981","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=207636 Win=175104 Len=0 TSval=2960845776 TSecr=2369299192"
"327","7.983295","02:42:ac:11:00:07","Broadcast","ARP","42","42","Who has 172.17.0.1? Tell 172.17.0.7"
"328","8.010841","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"329","8.058114","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=209058 Win=175104 Len=0 TSval=2960845856 TSecr=2369299273"
"330","8.092073","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"331","8.134006","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=210480 Win=175104 Len=0 TSval=2960845932 TSecr=2369299352"
"332","8.180570","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"333","8.226010","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=211902 Win=175104 Len=0 TSval=2960846024 TSecr=2369299443"
"334","8.264417","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"335","8.305978","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=213324 Win=175104 Len=0 TSval=2960846104 TSecr=2369299527"
"336","8.312084","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"337","8.353983","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=214746 Win=175104 Len=0 TSval=2960846152 TSecr=2369299574"
"338","8.360014","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"339","8.402008","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=216168 Win=175104 Len=0 TSval=2960846200 TSecr=2369299622"
"340","8.492614","131.175.119.97","172.17.0.9","TLSv1.3","888","888","Application Data"
"341","8.492629","131.175.119.97","172.17.0.9","TLSv1.3","711","711","Application Data, Application Data"
"342","8.492638","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=217635 Win=175104 Len=0 TSval=2960846291 TSecr=2369299755"
"343","8.572824","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"344","8.598652","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"345","8.598663","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=220479 Win=175104 Len=0 TSval=2960846397 TSecr=2369299835"
"346","8.676883","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"347","8.718023","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=221901 Win=175104 Len=0 TSval=2960846516 TSecr=2369299939"
"348","8.781153","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"349","8.822021","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=223323 Win=175104 Len=0 TSval=2960846620 TSecr=2369300043"
"350","8.856232","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"351","8.898033","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=224745 Win=175104 Len=0 TSval=2960846696 TSecr=2369300118"
"352","8.919186","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"353","8.957427","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"354","8.957431","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=227589 Win=175104 Len=0 TSval=2960846755 TSecr=2369300181"
"355","9.099846","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"356","9.142033","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=229011 Win=175104 Len=0 TSval=2960846940 TSecr=2369300362"
"357","9.186715","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"358","9.218318","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"359","9.218328","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=231855 Win=175104 Len=0 TSval=2960847016 TSecr=2369300449"
"360","9.327127","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"361","9.327139","131.175.119.97","172.17.0.9","TLSv1.3","89","89","Application Data"
"362","9.327146","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=233300 Win=175104 Len=0 TSval=2960847125 TSecr=2369300589"
"363","9.425901","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"364","9.469976","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=234722 Win=175104 Len=0 TSval=2960847268 TSecr=2369300688"
"365","9.502022","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"366","9.545983","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=236144 Win=175104 Len=0 TSval=2960847344 TSecr=2369300764"
"367","9.566449","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"368","9.610011","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=237566 Win=175104 Len=0 TSval=2960847408 TSecr=2369300828"
"369","9.648017","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"370","9.689974","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=238988 Win=175104 Len=0 TSval=2960847488 TSecr=2369300910"
"371","9.743798","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"372","9.785971","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=240410 Win=175104 Len=0 TSval=2960847584 TSecr=2369301006"
"373","9.830701","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"374","9.873969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=241832 Win=175104 Len=0 TSval=2960847672 TSecr=2369301093"
"375","9.888816","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"376","9.930034","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=243254 Win=175104 Len=0 TSval=2960847728 TSecr=2369301151"
"377","9.971188","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"378","10.013969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=244676 Win=175104 Len=0 TSval=2960847812 TSecr=2369301233"
"379","10.053408","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"380","10.093969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=246098 Win=175104 Len=0 TSval=2960847892 TSecr=2369301315"
"381","10.130263","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"382","10.177968","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=247520 Win=175104 Len=0 TSval=2960847976 TSecr=2369301392"
"383","10.192720","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"384","10.233969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=248942 Win=175104 Len=0 TSval=2960848032 TSecr=2369301455"
"385","10.297035","131.175.119.97","172.17.0.9","TLSv1.3","688","688","Application Data"
"386","10.297045","131.175.119.97","172.17.0.9","TLSv1.3","911","911","Application Data, Application Data"
"387","10.297052","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=250409 Win=175104 Len=0 TSval=2960848095 TSecr=2369301559"
"388","10.374082","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"389","10.407388","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"390","10.407392","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=253253 Win=175104 Len=0 TSval=2960848205 TSecr=2369301637"
"391","10.515983","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"392","10.557969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=254675 Win=175104 Len=0 TSval=2960848356 TSecr=2369301778"
"393","10.611889","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"394","10.650150","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"395","10.650154","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=257519 Win=175104 Len=0 TSval=2960848448 TSecr=2369301874"
"396","10.730416","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"397","10.773968","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=258941 Win=175104 Len=0 TSval=2960848572 TSecr=2369301992"
"398","10.809564","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"399","10.853967","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=260363 Win=175104 Len=0 TSval=2960848652 TSecr=2369302072"
"400","10.890934","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"401","10.933969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=261785 Win=175104 Len=0 TSval=2960848732 TSecr=2369302153"
"402","10.970747","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"403","11.013967","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=263207 Win=175104 Len=0 TSval=2960848812 TSecr=2369302233"
"404","11.016598","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"405","11.057969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=264629 Win=175104 Len=0 TSval=2960848856 TSecr=2369302278"
"406","11.093286","131.175.119.97","172.17.0.9","TLSv1.3","1288","1288","Application Data"
"407","11.093297","131.175.119.97","172.17.0.9","TLSv1.3","311","311","Application Data, Application Data"
"408","11.093305","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=266096 Win=175104 Len=0 TSval=2960848891 TSecr=2369302356"
"409","11.155198","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"410","11.197969","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=267518 Win=175104 Len=0 TSval=2960848996 TSecr=2369302417"
"411","11.235903","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"412","11.281976","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=268940 Win=175104 Len=0 TSval=2960849080 TSecr=2369302498"
"413","11.347171","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"414","11.389980","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=270362 Win=175104 Len=0 TSval=2960849188 TSecr=2369302609"
"415","11.415076","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"416","11.457975","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=271784 Win=175104 Len=0 TSval=2960849256 TSecr=2369302677"
"417","11.476158","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"418","11.521973","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=273206 Win=175104 Len=0 TSval=2960849320 TSecr=2369302738"
"419","11.561532","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"420","11.601972","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=274628 Win=175104 Len=0 TSval=2960849400 TSecr=2369302824"
"421","11.694438","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"422","11.737974","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=276050 Win=175104 Len=0 TSval=2960849536 TSecr=2369302957"
"423","11.738247","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"424","11.781973","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=277472 Win=175104 Len=0 TSval=2960849580 TSecr=2369303000"
"425","11.802638","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"426","11.845972","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=278894 Win=175104 Len=0 TSval=2960849644 TSecr=2369303065"
"427","11.881247","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"428","11.921981","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=280316 Win=175104 Len=0 TSval=2960849720 TSecr=2369303143"
"429","11.980514","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
"430","12.025975","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=281738 Win=175104 Len=0 TSval=2960849824 TSecr=2369303243"
"431","12.064018","131.175.119.97","172.17.0.9","TLSv1.3","488","488","Application Data"
"432","12.064028","131.175.119.97","172.17.0.9","TLSv1.3","1111","1111","Application Data, Application Data"
"433","12.064036","172.17.0.9","131.175.119.97","TCP","66","66","38882  >  443 [ACK] Seq=652 Ack=283205 Win=175104 Len=0 TSval=2960849862 TSecr=2369303326"
"434","12.157284","131.175.119.97","172.17.0.9","TLSv1.3","1488","1488","Application Data"
